idx,cxn,cxntype,pairid,word1,word2,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,w1/nospace,w2/nospace,w1/caps,w2/caps,,nospace:,w1XprobY,w1XtopY,w1XtopYprob,w2XprobY,w2XtopY,w2XtopYprob,caps:,w1XprobY,w1XtopY,w1XtopYprob,w2XprobY,w2XtopY,w2XtopYprob,,nospace/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,,caps/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,,space/full:,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY
134,alike,j-coordinated,143,future,past,0.3937,present,0.5445,past,now,current,history,0.038,present,0.9574,past,now,current,history,0,1,0,1,,,0.6695,past,0.6695,0.116,present,0.8799,,0.6335,past,0.6335,0.081,present,0.9058,,,0.6695,past,0.6695,present,now,history,today,0.116,present,0.8799,present,now,history,today,,,0.6335,past,0.6335,present,now,history,Past,0.081,present,0.9058,present,now,history,Past,,,0.0004,women,0.0697,old,foe,children,fans,0.0003,women,0.0792,old,foe,children,fans
135,alike,j-coordinated,144,inside,outside,0.4742,out,0.5072,outside,without,off,outer,0.8576,inside,0.8576,outside,without,off,outer,0,1,1,1,,,0.6021,outside,0.6021,0.8734,inside,0.8734,,0.4291,out,0.5587,0.7722,inside,0.7722,,,0.6021,outside,0.6021,out,without,outs,beyond,0.8734,inside,0.8734,out,without,outs,beyond,,,0.4291,out,0.5587,outside,without,outdoors,Out,0.7722,inside,0.7722,outside,without,outdoors,Out,,,0.0001,women,0.0906,old,children,foe,girls,0,women,0.0728,old,children,foe,girls
136,alike,j-coordinated,145,unwilling,willing,0.2165,willing,0.2165,able,capable,eager,ready,0.1003,unwilling,0.1003,able,capable,eager,ready,0,1,0,1,,,0.0073,able,0.0986,0.0927,unwilling,0.0927,,0.0152,able,0.1853,0.0746,unwilling,0.0746,,,0.0073,able,0.0986,unable,not,unwilling,unprepared,0.0927,unwilling,0.0927,unable,not,unwilling,unprepared,,,0.0152,able,0.1853,unable,capable,desperate,determined,0.0746,unwilling,0.0746,unable,capable,desperate,determined,,,0,women,0.0744,old,foe,children,girls,0,women,0.0837,old,foe,children,girls
137,alike,j-coordinated,146,limited,unlimited,0.0121,regular,0.1553,common,standard,commercial,general,0.2411,limited,0.2411,common,standard,commercial,general,1,1,1,1,,,0.0097,common,0.0788,0.1433,limited,0.1433,,0.0073,not,0.071,0.1744,limited,0.1744,,,0.0097,common,0.0788,not,otherwise,others,general,0.1433,limited,0.1433,not,otherwise,others,general,,,0.0073,not,0.071,otherwise,common,priced,regular,0.1744,limited,0.1744,otherwise,common,priced,regular,,,0,women,0.0879,old,foe,children,girls,0,women,0.0974,old,foe,children,girls
138,alike,j-coordinated,147,clear,unclear,0.0027,concise,0.0249,confusing,confused,loud,opaque,0.0021,unknown,0.0452,confusing,confused,loud,opaque,1,1,1,1,,,0.0008,the,0.0589,0.0054,confused,0.0341,,0.0004,the,0.0602,0.0265,confused,0.0492,,,0.0008,the,0.0589,not,see,all,look,0.0054,confused,0.0341,not,see,all,look,,,0.0004,the,0.0602,all,not,see,crystal,0.0265,confused,0.0492,all,not,see,crystal,,,0,women,0.1453,men,children,old,girls,0.0001,women,0.0998,men,children,old,girls
139,alike,j-coordinated,148,cool,warm,0.0019,cool,0.0539,old,hip,not,young,0.0964,cold,0.7498,old,hip,not,young,1,1,1,1,,,0.0025,cool,0.0562,0.0357,cold,0.8618,,0.0043,cool,0.07,0.1035,cold,0.643,,,0.0025,cool,0.0562,old,not,crazy,stupid,0.0357,cold,0.8618,old,not,crazy,stupid,,,0.0043,cool,0.07,not,scary,crazy,stupid,0.1035,cold,0.643,not,scary,crazy,stupid,,,0,women,0.0817,old,foe,children,girls,0,women,0.0858,old,foe,children,girls
140,alike,j-coordinated,149,smart,stupid,0.1803,dumb,0.1822,stupid,foolish,poor,naive,0.0756,smart,0.0756,stupid,foolish,poor,naive,1,0,1,0,,,0.2089,dumb,0.2875,0.0344,stupid,0.1073,,0.1279,dumb,0.153,0.034,stupid,0.1395,,,0.2089,dumb,0.2875,stupid,poor,smart,clueless,0.0344,stupid,0.1073,stupid,poor,smart,clueless,,,0.1279,dumb,0.153,stupid,foolish,ugly,poor,0.034,stupid,0.1395,stupid,foolish,ugly,poor,,,0.0004,women,0.0873,old,children,foe,girls,0.0003,women,0.1228,old,children,foe,girls
141,alike,j-coordinated,150,compatible,incompatible,0.1625,incompatible,0.1625,not,compatible,different,flawed,0.1623,incompatible,0.385,not,compatible,different,flawed,1,1,0,1,,,0.1606,incompatible,0.1606,0.0529,incompatible,0.3953,,0.0026,priced,0.0422,0.0366,incompatible,0.2875,,,0.1606,incompatible,0.1606,not,compatible,flawed,different,0.0529,incompatible,0.3953,not,compatible,flawed,different,,,0.0026,priced,0.0422,affordable,look,cost,all,0.0366,incompatible,0.2875,affordable,look,cost,all,,,0,women,0.0974,old,foe,children,girls,0,women,0.0843,old,foe,children,girls
142,alike,j-coordinated,151,favorable,unfavorable,0.9352,unfavorable,0.9352,adverse,negative,hostile,critical,0.7899,favorable,0.7899,adverse,negative,hostile,critical,1,0,1,0,,,0.8451,unfavorable,0.8451,0.0514,unfavorable,0.7365,,0.8264,unfavorable,0.8264,0.2057,unfavorable,0.5397,,,0.8451,unfavorable,0.8451,negative,adverse,hostile,critical,0.0514,unfavorable,0.7365,negative,adverse,hostile,critical,,,0.8264,unfavorable,0.8264,negative,adverse,Negative,hostile,0.2057,unfavorable,0.5397,negative,adverse,Negative,hostile,,,0,women,0.1639,men,children,girls,foe,0,women,0.1383,men,children,girls,foe
143,alike,j-coordinated,152,immature,mature,0.1391,mature,0.1391,adult,experienced,competent,intelligent,0.0412,young,0.2056,adult,experienced,competent,intelligent,1,1,0,1,,,0.207,mature,0.207,0.027,young,0.3619,,0.0305,young,0.0471,0.0276,young,0.4023,,,0.207,mature,0.207,adult,sophisticated,advanced,old,0.027,young,0.3619,adult,sophisticated,advanced,old,,,0.0305,young,0.0471,mature,immature,vulnerable,naive,0.0276,young,0.4023,mature,immature,vulnerable,naive,,,0.0001,women,0.1079,old,foe,children,girls,0,women,0.1156,old,foe,children,girls
144,alike,j-coordinated,153,bold,timid,0.041,brave,0.0633,daring,timid,courageous,bold,0.2542,bold,0.2542,daring,timid,courageous,bold,1,1,1,0,,,0.014,bold,0.2202,0.0699,bold,0.0699,,0.0007,bold,0.1353,0.0501,stubborn,0.0921,,,0.014,bold,0.2202,brave,stupid,foolish,courageous,0.0699,bold,0.0699,brave,stupid,foolish,courageous,,,0.0007,bold,0.1353,brave,stupid,scary,courageous,0.0501,stubborn,0.0921,brave,stupid,scary,courageous,,,0.0001,women,0.1105,old,children,foe,girls,0.0003,women,0.103,old,children,foe,girls
145,alike,j-coordinated,154,paid,unpaid,0.4686,unpaid,0.4686,volunteer,volunteers,not,free,0.2229,paid,0.2229,volunteer,volunteers,not,free,1,0,1,1,,,0.2681,unpaid,0.2681,0.0506,unpaid,0.0577,,0.3129,unpaid,0.3129,0.1254,paid,0.1254,,,0.2681,unpaid,0.2681,not,volunteer,volunteers,interns,0.0506,unpaid,0.0577,not,volunteer,volunteers,interns,,,0.3129,unpaid,0.3129,volunteer,free,not,volunteers,0.1254,paid,0.1254,volunteer,free,not,volunteers,,,0,women,0.1131,old,men,children,girls,0.0001,women,0.0872,old,men,children,girls
146,alike,j-coordinated,155,local,national,0.4056,national,0.4056,international,regional,global,foreign,0.5366,local,0.5366,international,regional,global,foreign,0,1,0,1,,,0.1593,visitors,0.1826,0.3407,local,0.3407,,0.1454,visitors,0.2359,0.5413,local,0.5413,,,0.1593,visitors,0.1826,national,international,tourists,foreign,0.3407,local,0.3407,national,international,tourists,foreign,,,0.1454,visitors,0.2359,national,tourists,international,foreign,0.5413,local,0.5413,national,tourists,international,foreign,,,0.0002,women,0.0768,old,foe,children,girls,0.0006,women,0.0934,old,foe,children,girls
147,alike,j-coordinated,156,appropriate,inappropriate,0.4815,inappropriate,0.4815,not,appropriate,unacceptable,otherwise,0.084,appropriate,0.084,not,appropriate,unacceptable,otherwise,0,0,1,0,,,0.0215,ignorant,0.0428,0.02,inappropriate,0.1296,,0.1174,inappropriate,0.1174,0.0338,inappropriate,0.1189,,,0.0215,ignorant,0.0428,not,women,inappropriate,curious,0.02,inappropriate,0.1296,not,women,inappropriate,curious,,,0.1174,inappropriate,0.1174,appropriate,not,unnecessary,reasonable,0.0338,inappropriate,0.1189,appropriate,not,unnecessary,reasonable,,,0,women,0.0938,old,children,foe,girls,0,women,0.0951,old,children,foe,girls
148,alike,j-coordinated,157,valuable,worthless,0.0368,valuable,0.0797,useless,worthless,unwanted,useful,0.1952,valuable,0.1952,useless,worthless,unwanted,useful,1,1,1,1,,,0.0189,useless,0.0599,0.1577,valuable,0.1577,,0.0285,useless,0.0662,0.1321,valuable,0.1321,,,0.0189,useless,0.0599,valuable,useful,unwanted,dangerous,0.1577,valuable,0.1577,valuable,useful,unwanted,dangerous,,,0.0285,useless,0.0662,valuable,useful,worthless,dangerous,0.1321,valuable,0.1321,valuable,useful,worthless,dangerous,,,0,women,0.0949,old,foe,children,girls,0,women,0.1086,old,foe,children,girls
149,alike,j-coordinated,158,immoral,moral,0.1475,moral,0.1475,ethical,legal,virtuous,illegal,0.0014,political,0.1461,ethical,legal,virtuous,illegal,0,1,1,1,,,0.0102,ethical,0.0698,0.0017,religious,0.0801,,0.0548,moral,0.0548,0.0013,practical,0.0884,,,0.0102,ethical,0.0698,legal,illegal,religious,unethical,0.0017,religious,0.0801,legal,illegal,religious,unethical,,,0.0548,moral,0.0548,ethical,practical,substantive,consequential,0.0013,practical,0.0884,ethical,practical,substantive,consequential,,,0,women,0.0994,old,foe,children,girls,0,women,0.0925,old,foe,children,girls
150,alike,j-coordinated,159,alternate,opposite,0.0001,real,0.1751,traditional,mainstream,regular,classic,0,more,0.0698,traditional,mainstream,regular,classic,1,1,1,1,,,0.0001,mainstream,0.2801,0,exactly,0.1645,,0,real,0.1588,0,more,0.1325,,,0.0001,mainstream,0.2801,real,truth,reality,factual,0,exactly,0.1645,real,truth,reality,factual,,,0,real,0.1588,TRUE,reality,truth,historical,0,more,0.1325,TRUE,reality,truth,historical,,,0,women,0.0871,old,foe,children,girls,0,women,0.1171,old,foe,children,girls
151,alike,j-coordinated,160,domestic,foreign,0.6455,foreign,0.6455,international,overseas,foreigners,global,0.7106,domestic,0.7106,international,overseas,foreigners,global,1,1,1,1,,,0.5637,foreign,0.5637,0.5466,domestic,0.5466,,0.4497,foreign,0.4497,0.6311,domestic,0.6311,,,0.5637,foreign,0.5637,international,abroad,overseas,foreigners,0.5466,domestic,0.5466,international,abroad,overseas,foreigners,,,0.4497,foreign,0.4497,international,abroad,foreigners,overseas,0.6311,domestic,0.6311,international,abroad,foreigners,overseas,,,0.0006,women,0.0747,old,foe,children,politicians,0.0003,women,0.0886,old,foe,children,politicians
152,alike,j-coordinated,161,adoptive,biological,0.1509,foster,0.4008,biological,surrogate,adoptive,sibling,0.0001,chemical,0.1035,biological,surrogate,adoptive,sibling,1,1,1,1,,,0.0189,foster,0.2369,0.0001,political,0.0497,,0.0192,foster,0.1494,0.0001,political,0.0734,,,0.0189,foster,0.2369,adoptive,parents,parental,adopted,0.0001,political,0.0497,adoptive,parents,parental,adopted,,,0.0192,foster,0.1494,adoptive,parents,adopted,parental,0.0001,political,0.0734,adoptive,parents,adopted,parental,,,0,women,0.0854,old,foe,children,girls,0,women,0.0872,old,foe,children,girls
153,alike,j-coordinated,162,conservative,liberal,0.8828,liberal,0.8828,progressive,leftist,socialist,libertarian,0.965,conservative,0.965,progressive,leftist,socialist,libertarian,1,1,1,1,,,0.8601,liberal,0.8601,0.7345,conservative,0.7345,,0.8748,liberal,0.8748,0.8719,conservative,0.8719,,,0.8601,liberal,0.8601,liberals,progressive,libertarian,leftist,0.7345,conservative,0.7345,liberals,progressive,libertarian,leftist,,,0.8748,liberal,0.8748,Liberal,progressive,leftist,libertarian,0.8719,conservative,0.8719,Liberal,progressive,leftist,libertarian,,,0.0017,women,0.0872,old,foe,children,conservatives,0.0039,women,0.0857,old,foe,children,conservatives
154,alike,j-coordinated,163,natural,supernatural,0.0618,artificial,0.3314,unnatural,human,supernatural,synthetic,0.0734,mundane,0.1762,unnatural,human,supernatural,synthetic,1,1,1,1,,,0.0121,synthetic,0.1864,0.0114,human,0.0881,,0.0033,artificial,0.3302,0.0014,supernatural,0.0995,,,0.0121,synthetic,0.1864,artificial,human,unnatural,educated,0.0114,human,0.0881,artificial,human,unnatural,educated,,,0.0033,artificial,0.3302,synthetic,unnatural,manufactured,engineered,0.0014,supernatural,0.0995,synthetic,unnatural,manufactured,engineered,,,0,women,0.1731,men,girls,children,old,0,women,0.096,men,girls,children,old
155,alike,j-coordinated,164,prepared,unprepared,0.8085,unprepared,0.8085,not,careless,prepared,ignorant,0.0358,experienced,0.049,not,careless,prepared,ignorant,1,1,1,1,,,0.5917,unprepared,0.5917,0.0772,unprepared,0.1979,,0.6846,unprepared,0.6846,0.3221,unprepared,0.3838,,,0.5917,unprepared,0.5917,anxious,not,fearful,prepared,0.0772,unprepared,0.1979,anxious,not,fearful,prepared,,,0.6846,unprepared,0.6846,prepared,scared,ready,fearful,0.3221,unprepared,0.3838,prepared,scared,ready,fearful,,,0,women,0.1601,men,children,girls,old,0,women,0.0784,men,children,girls,old
156,alike,j-coordinated,165,extensive,intensive,0.0006,short,0.0398,obscure,brief,limited,small,0.0013,casual,0.0855,obscure,brief,limited,small,1,1,1,1,,,0.0008,varied,0.0101,0,women,0.0486,,0.0003,exhaustive,0.0204,0.0011,simple,0.0201,,,0.0008,varied,0.0101,exhaustive,limited,extensive,controversial,0,women,0.0486,exhaustive,limited,extensive,controversial,,,0.0003,exhaustive,0.0204,comprehensive,varied,concise,accessible,0.0011,simple,0.0201,comprehensive,varied,concise,accessible,,,0,women,0.0883,old,foe,children,girls,0,women,0.0953,old,foe,children,girls
157,alike,j-coordinated,166,reasonable,unreasonable,0.2704,unreasonable,0.2704,irrational,insane,crazy,reasonable,0.2006,reasonable,0.2006,irrational,insane,crazy,reasonable,1,0,1,0,,,0.4464,unreasonable,0.4464,0.1249,unreasonable,0.1613,,0.4093,unreasonable,0.4093,0.1163,unreasonable,0.1178,,,0.4464,unreasonable,0.4464,irrational,insane,crazy,reasonable,0.1249,unreasonable,0.1613,irrational,insane,crazy,reasonable,,,0.4093,unreasonable,0.4093,irrational,reasonable,insane,crazy,0.1163,unreasonable,0.1178,irrational,reasonable,insane,crazy,,,0,women,0.1133,old,foe,children,men,0.0002,women,0.1027,old,foe,children,men
158,alike,j-coordinated,168,even,odd,0.1014,odd,0.1014,not,stranger,poor,unjust,0.0005,normal,0.0537,not,stranger,poor,unjust,0,0,1,1,,,0.0059,strangers,0.1154,0.3595,even,0.3595,,0.2446,odd,0.2446,0.0027,normal,0.0671,,,0.0059,strangers,0.1154,stranger,losers,poor,women,0.3595,even,0.3595,stranger,losers,poor,women,,,0.2446,odd,0.2446,Odd,unfair,even,not,0.0027,normal,0.0671,Odd,unfair,even,not,,,0,women,0.0788,old,foe,children,girls,0,women,0.1115,old,foe,children,girls
159,alike,j-coordinated,169,fancy,plain,0.0041,mundane,0.0328,practical,common,ordinary,substance,0.1023,fancy,0.1023,practical,common,ordinary,substance,1,0,1,0,,,0.0075,practical,0.1412,0.0715,sophisticated,0.0988,,0.0045,practical,0.0764,0.0024,simple,0.5735,,,0.0075,practical,0.1412,simple,ordinary,cheap,casual,0.0715,sophisticated,0.0988,simple,ordinary,cheap,casual,,,0.0045,practical,0.0764,simple,silly,crazy,smart,0.0024,simple,0.5735,simple,silly,crazy,smart,,,0,women,0.1019,old,children,girls,foe,0,women,0.1786,old,children,girls,foe
160,alike,j-coordinated,170,insufficient,sufficient,0.0544,insufficient,0.199,inadequate,excessive,sufficient,excess,0.3604,insufficient,0.3604,inadequate,excessive,sufficient,excess,1,0,1,1,,,0.024,insufficient,0.1528,0.0018,others,0.0385,,0.0146,insufficient,0.1251,0.3031,insufficient,0.3031,,,0.024,insufficient,0.1528,excessive,inadequate,excess,unnecessary,0.0018,others,0.0385,excessive,inadequate,excess,unnecessary,,,0.0146,insufficient,0.1251,inadequate,excessive,unnecessary,sufficient,0.3031,insufficient,0.3031,inadequate,excessive,unnecessary,sufficient,,,0,women,0.1143,old,children,foe,girls,0,women,0.1408,old,children,foe,girls
161,alike,j-coordinated,171,brave,cowardly,0.0845,cowardly,0.0845,timid,stupid,foolish,naive,0.1655,brave,0.1655,timid,stupid,foolish,naive,0,1,0,1,,,0.0313,stupid,0.0533,0.0563,brave,0.0563,,0.0652,foolish,0.109,0.0905,brave,0.0905,,,0.0313,stupid,0.0533,foolish,cowardly,naive,timid,0.0563,brave,0.0563,foolish,cowardly,naive,timid,,,0.0652,foolish,0.109,cowardly,stupid,timid,fearful,0.0905,brave,0.0905,cowardly,stupid,timid,fearful,,,0,women,0.0847,old,foe,children,girls,0.0001,women,0.0839,old,foe,children,girls
162,alike,j-coordinated,172,official,unofficial,0.6767,unofficial,0.6767,private,informal,citizen,civilian,0.7164,official,0.7164,private,informal,citizen,civilian,1,0,1,0,,,0.9468,unofficial,0.9468,0.03,unofficial,0.7991,,0.9255,unofficial,0.9255,0.1721,unofficial,0.7569,,,0.9468,unofficial,0.9468,not,informal,otherwise,critics,0.03,unofficial,0.7991,not,informal,otherwise,critics,,,0.9255,unofficial,0.9255,informal,not,private,official,0.1721,unofficial,0.7569,informal,not,private,official,,,0,women,0.0777,old,children,foe,girls,0.0001,women,0.0828,old,children,foe,girls
163,alike,j-coordinated,173,minus,plus,0.7282,plus,0.7282,positive,more,+,zero,0.4568,minus,0.4568,positive,more,+,zero,1,1,1,0,,,0.2494,plus,0.2494,0.8739,minus,0.8739,,0.4772,plus,0.4772,0.0459,zero,0.123,,,0.2494,plus,0.2494,positive,zero,more,above,0.8739,minus,0.8739,positive,zero,more,above,,,0.4772,plus,0.4772,Plus,positive,minus,not,0.0459,zero,0.123,Plus,positive,minus,not,,,0,women,0.0816,old,foe,children,girls,0,women,0.0768,old,foe,children,girls
164,alike,j-coordinated,174,affected,unaffected,0.0312,affected,0.049,not,unaffected,bystanders,concerned,0.0714,affected,0.0714,not,unaffected,bystanders,concerned,1,0,1,0,,,0.0208,affected,0.0519,0.0202,unaffected,0.0203,,0.0552,affected,0.1167,0.051,unaffected,0.0526,,,0.0208,affected,0.0519,unaffected,supporters,advocates,experts,0.0202,unaffected,0.0203,unaffected,supporters,advocates,experts,,,0.0552,affected,0.1167,bystanders,observers,unaffected,not,0.051,unaffected,0.0526,bystanders,observers,unaffected,not,,,0,women,0.0803,old,foe,children,girls,0,women,0.0719,old,foe,children,girls
165,alike,j-coordinated,175,amateur,professional,0.8474,professional,0.8474,pro,expert,professionals,elite,0.4543,amateur,0.4543,pro,expert,professionals,elite,1,1,1,1,,,0.7346,professional,0.7346,0.8297,amateur,0.8297,,0.8355,professional,0.8355,0.8083,amateur,0.8083,,,0.7346,professional,0.7346,pro,expert,professionals,pros,0.8297,amateur,0.8297,pro,expert,professionals,pros,,,0.8355,professional,0.8355,pro,expert,professionals,pros,0.8083,amateur,0.8083,pro,expert,professionals,pros,,,0.0019,women,0.0719,old,foe,children,girls,0.0026,women,0.0666,old,foe,children,girls
166,alike,j-coordinated,176,multiple,single,0.0513,small,0.0811,single,individual,singular,one,0.0079,married,0.1437,single,individual,singular,one,1,1,1,1,,,0.0107,small,0.0329,0.0004,all,0.0713,,0.0199,many,0.0258,0.0002,all,0.0669,,,0.0107,small,0.0329,female,simple,FALSE,individual,0.0004,all,0.0713,female,simple,FALSE,individual,,,0.0199,many,0.0258,individual,all,single,not,0.0002,all,0.0669,individual,all,single,not,,,0,women,0.0798,old,foe,children,girls,0,women,0.12,old,foe,children,girls
167,alike,j-coordinated,177,powerful,powerless,0.396,powerless,0.396,vulnerable,weak,poor,humble,0.5695,powerful,0.5695,vulnerable,weak,poor,humble,1,0,1,1,,,0.673,powerless,0.673,0.3427,powerless,0.3507,,0.3008,powerless,0.3008,0.2564,powerful,0.2564,,,0.673,powerless,0.673,weak,vulnerable,poor,helpless,0.3427,powerless,0.3507,weak,vulnerable,poor,helpless,,,0.3008,powerless,0.3008,weak,vulnerable,powerful,insignificant,0.2564,powerful,0.2564,weak,vulnerable,powerful,insignificant,,,0,women,0.0952,old,children,foe,girls,0.0004,women,0.082,old,children,foe,girls
168,alike,j-coordinated,178,close,distant,0.2214,strangers,0.2337,distant,acquaintances,enemies,foes,0.2307,close,0.2307,distant,acquaintances,enemies,foes,1,1,1,1,,,0.0345,far,0.3133,0.219,close,0.219,,0.066,far,0.432,0.1373,close,0.1373,,,0.0345,far,0.3133,not,distant,distance,all,0.219,close,0.219,not,distant,distance,all,,,0.066,far,0.432,distant,not,all,distance,0.1373,close,0.1373,distant,not,all,distance,,,0,women,0.1042,old,children,foe,girls,0.0002,women,0.0886,old,children,foe,girls
169,alike,j-coordinated,179,virtuous,wicked,0.3104,wicked,0.3104,evil,corrupt,sinners,guilty,0.1118,righteous,0.4008,evil,corrupt,sinners,guilty,1,1,0,1,,,0.2314,wicked,0.2314,0.057,innocent,0.0699,,0.0017,humble,0.0239,0.0091,wicked,0.0639,,,0.2314,wicked,0.2314,sinners,guilty,perverse,evil,0.057,innocent,0.0699,sinners,guilty,perverse,evil,,,0.0017,humble,0.0239,modest,vulnerable,innocent,elegant,0.0091,wicked,0.0639,modest,vulnerable,innocent,elegant,,,0.0001,women,0.1272,old,children,girls,men,0,women,0.0885,old,children,girls,men
170,alike,j-coordinated,180,comfortable,uncomfortable,0.0385,uncomfortable,0.0385,luxurious,stylish,comfortable,sexy,0.0182,curious,0.0318,luxurious,stylish,comfortable,sexy,0,1,0,1,,,0.0023,stylish,0.1066,0.0128,dangerous,0.0364,,0.0143,comfortable,0.0535,0.0276,uncomfortable,0.0671,,,0.0023,stylish,0.1066,fashionable,comfortable,practical,elegant,0.0128,dangerous,0.0364,fashionable,comfortable,practical,elegant,,,0.0143,comfortable,0.0535,stylish,luxurious,beautiful,cool,0.0276,uncomfortable,0.0671,stylish,luxurious,beautiful,cool,,,0,women,0.1709,men,girls,children,old,0,women,0.1169,men,girls,children,old
171,alike,j-coordinated,181,general,specific,0.0705,individual,0.1198,specific,individuals,politicians,particular,0.6112,general,0.6112,specific,individuals,politicians,particular,1,1,1,1,,,0.0024,individual,0.0254,0.1288,general,0.1288,,0.0004,politician,0.083,0.4215,general,0.4215,,,0.0024,individual,0.0254,president,politician,general,staff,0.1288,general,0.1288,president,politician,general,staff,,,0.0004,politician,0.083,civilian,soldier,general,officer,0.4215,general,0.4215,civilian,soldier,general,officer,,,0,women,0.1048,old,foe,children,girls,0.0001,women,0.1095,old,foe,children,girls
