idx,cxn,cxntype,pairid,word1,word2,w1XprobY,w1XtopY,w1XtopYprob,w1X2ndY,w1X3rdY,w1X4thY,w1X5thY,w1YprobX,w1YtopX,w1YtopXprob,w1Y2ndX,w1Y3rdX,w1Y4thX,w1Y5thX,w2XprobY,w2XtopY,w2XtopYprob,w2X2ndY,w2X3rdY,w2X4thY,w2X5thY,w2YprobX,w2YtopX,w2YtopXprob,w2Y2ndX,w2Y3rdX,w2Y4thX,w2Y5thX
3994,XyetY,contrastive,156,appropriate,inappropriate,0.0082,?,0.0936,.,irrelevant,...,not,0.0,not,0.9532,.,irrelevant,...,not,0.0185,understandable,0.041,.,irrelevant,...,not,0.0043,not,0.7079,.,irrelevant,...,not
3995,versus,j-residual,156,appropriate,inappropriate,0.0536,appropriate,0.055,inappropriate,optimal,standard,normal,0.032,excessive,0.0353,inappropriate,optimal,standard,normal,0.2644,appropriate,0.2644,inappropriate,optimal,standard,normal,0.5426,appropriate,0.5426,inappropriate,optimal,standard,normal
3996,alike,j-coordinated,157,valuable,worthless,0.0368,valuable,0.0797,useless,worthless,unwanted,useful,0.0185,cheap,0.102,useless,worthless,unwanted,useful,0.1952,valuable,0.1952,useless,worthless,unwanted,useful,0.4659,valuable,0.4659,useless,worthless,unwanted,useful
3997,whether,j-coordinated,157,valuable,worthless,0.0078,not,0.3217,useful,valuable,unwanted,desirable,0.0083,useful,0.1759,useful,valuable,unwanted,desirable,0.0823,not,0.4831,useful,valuable,unwanted,desirable,0.2573,valuable,0.2573,useful,valuable,unwanted,desirable
3998,either,j-coordinated,157,valuable,worthless,0.0084,valuable,0.0542,unknown,useful,rare,unwanted,0.0012,rare,0.1562,unknown,useful,rare,unwanted,0.0052,obsolete,0.06,unknown,useful,rare,unwanted,0.0116,obsolete,0.0726,unknown,useful,rare,unwanted
3999,neither,j-coordinated,157,valuable,worthless,0.005,useful,0.143,valuable,desirable,necessary,scarce,0.0005,useful,0.1698,valuable,desirable,necessary,scarce,0.2955,valuable,0.2955,valuable,desirable,necessary,scarce,0.5939,valuable,0.5939,valuable,desirable,necessary,scarce
4000,both,j-coordinated,157,valuable,worthless,0.0027,valuable,0.0655,useful,rare,expensive,dangerous,0.0002,rare,0.0999,useful,rare,expensive,dangerous,0.0106,useless,0.038,useful,rare,expensive,dangerous,0.0704,valuable,0.0704,useful,rare,expensive,dangerous
4001,aswellas,j-coordinated,157,valuable,worthless,0.0011,valuable,0.0406,useful,important,cheap,expensive,0.0002,useful,0.0704,useful,important,cheap,expensive,0.0022,expensive,0.026,useful,important,cheap,expensive,0.0025,useless,0.033,useful,important,cheap,expensive
4002,or,j-coordinated,157,valuable,worthless,0.0018,valuable,0.0513,unknown,rare,useful,expensive,0.0,rare,0.1473,unknown,rare,useful,expensive,0.0017,unknown,0.052,unknown,rare,useful,expensive,0.0013,obsolete,0.0887,unknown,rare,useful,expensive
4003,and,j-coordinated,157,valuable,worthless,0.0002,valuable,0.0361,rare,expensive,.,important,0.0,rare,0.0808,rare,expensive,.,important,0.0006,corrupt,0.0211,rare,expensive,.,important,0.0002,dead,0.0366,rare,expensive,.,important
4004,XnotY,j-negated,157,valuable,worthless,0.0001,specified,0.0684,available,known,included,measurable,0.0,but,0.3179,available,known,included,measurable,0.0171,available,0.0392,available,known,included,measurable,0.0,but,0.6137,available,known,included,measurable
4005,XcommanotY,j-negated,157,valuable,worthless,0.0007,measurable,0.0554,available,valuable,much,important,0.0036,rare,0.0401,available,valuable,much,important,0.019,available,0.0384,available,valuable,much,important,0.0141,but,0.0659,available,valuable,much,important
4006,notXbutY,j-negated,157,valuable,worthless,0.0011,useful,0.1243,valuable,important,interesting,expensive,0.0006,useful,0.0536,valuable,important,interesting,expensive,0.0243,worthless,0.0338,valuable,important,interesting,expensive,0.025,bad,0.0754,valuable,important,interesting,expensive
4007,notXcommaY,j-negated,157,valuable,worthless,0.0017,but,0.0934,or,nor,and,not,0.0002,important,0.0348,or,nor,and,not,0.0025,but,0.2672,or,nor,and,not,0.0611,good,0.0812,or,nor,and,not
4008,XandnotY,j-negated,157,valuable,worthless,0.0057,available,0.0308,valuable,expensive,priceless,needed,0.0056,rare,0.0471,valuable,expensive,priceless,needed,0.0271,usable,0.0432,valuable,expensive,priceless,needed,0.0232,valuable,0.0232,valuable,expensive,priceless,needed
4009,insteadof,j-negated,157,valuable,worthless,0.0527,disposable,0.0533,worthless,useless,cheap,valuable,0.0023,useful,0.1078,worthless,useless,cheap,valuable,0.0925,valuable,0.0925,worthless,useless,cheap,valuable,0.0191,useless,0.0561,worthless,useless,cheap,valuable
4010,opposedto,j-negated,157,valuable,worthless,0.0179,money,0.0324,valuable,disposable,commodity,priceless,0.002,useful,0.0814,valuable,disposable,commodity,priceless,0.031,worthless,0.0777,valuable,disposable,commodity,priceless,0.006,worthless,0.1227,valuable,disposable,commodity,priceless
4011,XbutnotY,restrictive,157,valuable,worthless,0.0005,essential,0.1015,valuable,necessary,needed,priceless,0.0,useful,0.2447,valuable,necessary,needed,priceless,0.0012,dead,0.1068,valuable,necessary,needed,priceless,0.0007,poor,0.0826,valuable,necessary,needed,priceless
4012,notXbutnotY,negatedX2,157,valuable,worthless,0.0298,cheap,0.0986,expensive,worthless,useless,valuable,0.0144,bad,0.0744,expensive,worthless,useless,valuable,0.2771,valuable,0.2771,expensive,worthless,useless,valuable,0.0925,great,0.0944,expensive,worthless,useless,valuable
4013,notonlyXbutY,additive,157,valuable,worthless,0.0001,also,0.2881,valuable,indispensable,useful,important,0.0,useful,0.0897,valuable,indispensable,useful,important,0.0008,also,0.155,valuable,indispensable,useful,important,0.0003,useless,0.0409,valuable,indispensable,useful,important
4014,notXbutjustY,restrictive,157,valuable,worthless,0.0116,money,0.041,that,numbers,stuff,useful,0.0008,perfect,0.0658,that,numbers,stuff,useful,0.0043,average,0.0611,that,numbers,stuff,useful,0.0146,bad,0.0999,that,numbers,stuff,useful
4015,morethan,j-comparative,157,valuable,worthless,0.0003,gold,0.1368,ever,the,money,bitcoin,0.0024,useful,0.1436,ever,the,money,bitcoin,0.0011,gold,0.1536,ever,the,money,bitcoin,0.3619,valuable,0.3619,ever,the,money,bitcoin
4016,ratherthan,j-comparative,157,valuable,worthless,0.0172,disposable,0.0904,useful,cheap,useless,valuable,0.0017,useful,0.2262,useful,cheap,useless,valuable,0.1102,valuable,0.1102,useful,cheap,useless,valuable,0.0073,obsolete,0.0521,useful,cheap,useless,valuable
4017,between,j-distinguished,157,valuable,worthless,0.0207,priceless,0.0976,valuable,useless,cheap,expensive,0.0063,cheap,0.0867,valuable,useless,cheap,expensive,0.1431,priceless,0.1628,valuable,useless,cheap,expensive,0.0887,worthless,0.1058,valuable,useless,cheap,expensive
4018,fromto,j-transitional,157,valuable,worthless,0.029,priceless,0.0954,valuable,useless,useful,rare,0.019,useful,0.0715,valuable,useless,useful,rare,0.0576,priceless,0.3073,valuable,useless,useful,rare,0.0619,worthless,0.1301,valuable,useless,useful,rare
4019,question,j-interrogative,157,valuable,worthless,0.0201,not,0.0874,valuable,useful,useless,worthless,0.0073,useful,0.1077,valuable,useful,useless,worthless,0.057,not,0.0668,valuable,useful,useless,worthless,0.2186,valuable,0.2186,valuable,useful,useless,worthless
4020,XbutY,contrastive,157,valuable,worthless,0.0022,expensive,0.1361,unreliable,risky,costly,limited,0.0003,small,0.0896,unreliable,risky,costly,limited,0.0132,cheap,0.0337,unreliable,risky,costly,limited,0.0026,all,0.7811,unreliable,risky,costly,limited
4021,XyetY,contrastive,157,valuable,worthless,0.0053,expensive,0.0425,unreliable,unknown,elusive,vulnerable,0.0003,not,0.6325,unreliable,unknown,elusive,vulnerable,0.0253,?,0.0713,unreliable,unknown,elusive,vulnerable,0.0024,not,0.543,unreliable,unknown,elusive,vulnerable
4022,versus,j-residual,157,valuable,worthless,0.0003,value,0.0513,price,average,cost,$,0.0009,cost,0.0912,price,average,cost,$,0.001,</s>,0.039,price,average,cost,$,0.0079,cash,0.0323,price,average,cost,$
4023,alike,j-coordinated,158,immoral,moral,0.1475,moral,0.1475,ethical,legal,virtuous,illegal,0.6843,moral,0.6843,ethical,legal,virtuous,illegal,0.0014,political,0.1461,ethical,legal,virtuous,illegal,0.0005,physical,0.0973,ethical,legal,virtuous,illegal
4024,whether,j-coordinated,158,immoral,moral,0.1569,not,0.3226,moral,ethical,otherwise,legal,0.6709,moral,0.6709,moral,ethical,otherwise,legal,0.0133,not,0.2079,moral,ethical,otherwise,legal,0.0081,political,0.0946,moral,ethical,otherwise,legal
4025,either,j-coordinated,158,immoral,moral,0.0025,illegal,0.266,unethical,unconstitutional,immoral,corrupt,0.1881,moral,0.1881,unethical,unconstitutional,immoral,corrupt,0.0074,ethical,0.1802,unethical,unconstitutional,immoral,corrupt,0.0015,religious,0.0841,unethical,unconstitutional,immoral,corrupt
4026,neither,j-coordinated,158,immoral,moral,0.04,illegal,0.1544,immoral,unethical,moral,legal,0.256,moral,0.256,immoral,unethical,moral,legal,0.0025,ethical,0.3459,immoral,unethical,moral,legal,0.0007,ethical,0.1502,immoral,unethical,moral,legal
4027,both,j-coordinated,158,immoral,moral,0.0052,illegal,0.1154,unethical,immoral,ineffective,unsustainable,0.3193,moral,0.3193,unethical,immoral,ineffective,unsustainable,0.0018,ethical,0.0873,unethical,immoral,ineffective,unsustainable,0.0005,physical,0.0742,unethical,immoral,ineffective,unsustainable
4028,aswellas,j-coordinated,158,immoral,moral,0.0018,illegal,0.0873,unethical,ineffective,dangerous,corrupt,0.0055,unethical,0.1977,unethical,ineffective,dangerous,corrupt,0.0005,ethical,0.0865,unethical,ineffective,dangerous,corrupt,0.0001,physical,0.1202,unethical,ineffective,dangerous,corrupt
4029,or,j-coordinated,158,immoral,moral,0.0018,illegal,0.1282,unethical,otherwise,unconstitutional,unlawful,0.0103,illegal,0.3486,unethical,otherwise,unconstitutional,unlawful,0.0019,otherwise,0.1946,unethical,otherwise,unconstitutional,unlawful,0.0014,ethical,0.1645,unethical,otherwise,unconstitutional,unlawful
4030,and,j-coordinated,158,immoral,moral,0.0008,illegal,0.0708,ineffective,unconstitutional,corrupt,dangerous,0.0032,illegal,0.181,ineffective,unconstitutional,corrupt,dangerous,0.0007,ethical,0.1586,ineffective,unconstitutional,corrupt,dangerous,0.0003,ethical,0.1263,ineffective,unconstitutional,corrupt,dangerous
4031,XnotY,j-negated,158,immoral,moral,0.0044,illegal,0.0472,punishable,applicable,allowed,permitted,0.0,but,0.5934,punishable,applicable,allowed,permitted,0.0001,applicable,0.0582,punishable,applicable,allowed,permitted,0.0,but,0.4177,punishable,applicable,allowed,permitted
4032,XcommanotY,j-negated,158,immoral,moral,0.0066,allowed,0.0386,legal,acceptable,permitted,applicable,0.0244,but,0.0514,legal,acceptable,permitted,applicable,0.0013,religious,0.0499,legal,acceptable,permitted,applicable,0.0011,legal,0.0379,legal,acceptable,permitted,applicable
4033,notXbutY,j-negated,158,immoral,moral,0.0074,wrong,0.0543,illegal,unethical,dangerous,stupid,0.0242,illegal,0.1701,illegal,unethical,dangerous,stupid,0.0118,ethical,0.039,illegal,unethical,dangerous,stupid,0.006,religious,0.1258,illegal,unethical,dangerous,stupid
4034,notXcommaY,j-negated,158,immoral,moral,0.0034,but,0.2996,not,nor,yet,however,0.0983,moral,0.0983,not,nor,yet,however,0.0083,but,0.0974,not,nor,yet,however,0.0004,political,0.0304,not,nor,yet,however
4035,XandnotY,j-negated,158,immoral,moral,0.011,legal,0.0531,acceptable,permitted,allowed,sustainable,0.0366,legal,0.0638,acceptable,permitted,allowed,sustainable,0.0073,religious,0.0583,acceptable,permitted,allowed,sustainable,0.0052,political,0.0307,acceptable,permitted,allowed,sustainable
4036,insteadof,j-negated,158,immoral,moral,0.1171,moral,0.1171,immoral,ethical,illegal,unethical,0.0181,unethical,0.1397,immoral,ethical,illegal,unethical,0.013,ethical,0.0958,immoral,ethical,illegal,unethical,0.0044,ethical,0.0996,immoral,ethical,illegal,unethical
4037,opposedto,j-negated,158,immoral,moral,0.0584,moral,0.0584,</s>,the,immoral,ethical,0.0163,unethical,0.133,</s>,the,immoral,ethical,0.0087,ethical,0.0815,</s>,the,immoral,ethical,0.0003,scientific,0.0407,</s>,the,immoral,ethical
4038,XbutnotY,restrictive,158,immoral,moral,0.0001,illegal,0.7002,criminal,obscene,dangerous,unlawful,0.0024,unethical,0.181,criminal,obscene,dangerous,unlawful,0.0005,ethical,0.1296,criminal,obscene,dangerous,unlawful,0.0003,ethical,0.1377,criminal,obscene,dangerous,unlawful
4039,notXbutnotY,negatedX2,158,immoral,moral,0.0814,moral,0.0814,legal,right,just,ethical,0.2686,moral,0.2686,legal,right,just,ethical,0.0876,immoral,0.0876,legal,right,just,ethical,0.0601,religious,0.0711,legal,right,just,ethical
4040,notonlyXbutY,additive,158,immoral,moral,0.0004,illegal,0.1121,also,dangerous,ineffective,unethical,0.0001,illegal,0.244,also,dangerous,ineffective,unethical,0.0004,ethical,0.0896,also,dangerous,ineffective,unethical,0.0001,ethical,0.0783,also,dangerous,ineffective,unethical
4041,notXbutjustY,restrictive,158,immoral,moral,0.0004,ifiable,0.2201,wrong,.,right,fine,0.0195,illegal,0.1167,wrong,.,right,fine,0.002,ifiable,0.3652,wrong,.,right,fine,0.0037,religious,0.1491,wrong,.,right,fine
4042,morethan,j-comparative,158,immoral,moral,0.0027,others,0.0249,God,the,ever,Trump,0.1041,ethical,0.1679,God,the,ever,Trump,0.002,others,0.0345,God,the,ever,Trump,0.001,political,0.1054,God,the,ever,Trump
4043,ratherthan,j-comparative,158,immoral,moral,0.0537,illegal,0.2409,immoral,unethical,moral,criminal,0.0263,unethical,0.2062,immoral,unethical,moral,criminal,0.002,scientific,0.0823,immoral,unethical,moral,criminal,0.0002,political,0.0542,immoral,unethical,moral,criminal
4044,between,j-distinguished,158,immoral,moral,0.1044,illegal,0.1416,unethical,moral,immoral,ethical,0.5944,moral,0.5944,unethical,moral,immoral,ethical,0.0107,ethical,0.1549,unethical,moral,immoral,ethical,0.0036,ethical,0.0895,unethical,moral,immoral,ethical
4045,fromto,j-transitional,158,immoral,moral,0.0266,illegal,0.1241,unethical,ethical,criminal,moral,0.0867,ethical,0.0954,unethical,ethical,criminal,moral,0.0202,moral,0.0625,unethical,ethical,criminal,moral,0.0017,scientific,0.0348,unethical,ethical,criminal,moral
4046,question,j-interrogative,158,immoral,moral,0.062,illegal,0.0931,unethical,not,moral,ethical,0.4599,moral,0.4599,unethical,not,moral,ethical,0.0133,ethical,0.321,unethical,not,moral,ethical,0.0045,ethical,0.1206,unethical,not,moral,ethical
4047,XbutY,contrastive,158,immoral,moral,0.0018,effective,0.0945,legal,necessary,harmless,not,0.0051,all,0.0579,legal,necessary,harmless,not,0.009,not,0.1,legal,necessary,harmless,not,0.0025,anything,0.1722,legal,necessary,harmless,not
4048,XyetY,contrastive,158,immoral,moral,0.0039,effective,0.1012,beautiful,necessary,harmless,legal,0.0067,not,0.1733,beautiful,necessary,harmless,legal,0.0237,?,0.1412,beautiful,necessary,harmless,legal,0.0013,not,0.8242,beautiful,necessary,harmless,legal
4049,versus,j-residual,158,immoral,moral,0.2393,moral,0.2393,ethical,legal,immoral,illegal,0.5537,moral,0.5537,ethical,legal,immoral,illegal,0.0094,ethical,0.2025,ethical,legal,immoral,illegal,0.0022,legal,0.1327,ethical,legal,immoral,illegal
4050,alike,j-coordinated,159,alternate,opposite,0.0001,real,0.1751,traditional,mainstream,regular,classic,0.0,real,0.1194,traditional,mainstream,regular,classic,0.0,more,0.0698,traditional,mainstream,regular,classic,0.0001,equal,0.2396,traditional,mainstream,regular,classic
4051,whether,j-coordinated,159,alternate,opposite,0.0021,primary,0.0618,not,other,otherwise,main,0.0005,primary,0.1459,not,other,otherwise,main,0.0006,similar,0.1615,not,other,otherwise,main,0.0002,equal,0.2153,not,other,otherwise,main
4052,either,j-coordinated,159,alternate,opposite,0.0011,alternate,0.0839,alternative,</s>,other,original,0.0002,alternate,0.1146,alternative,</s>,other,original,0.0015,similar,0.3133,alternative,</s>,other,original,0.0008,equal,0.2804,alternative,</s>,other,original
4053,neither,j-coordinated,159,alternate,opposite,0.004,alternative,0.0592,equivalent,primary,complementary,substitute,0.0023,alternative,0.0596,equivalent,primary,complementary,substitute,0.0005,equal,0.1329,equivalent,primary,complementary,substitute,0.0001,equal,0.639,equivalent,primary,complementary,substitute
4054,both,j-coordinated,159,alternate,opposite,0.0002,real,0.0662,traditional,original,regular,true,0.0,regular,0.1908,traditional,original,regular,true,0.0003,complementary,0.1678,traditional,original,regular,true,0.0002,equal,0.303,traditional,original,regular,true
4055,aswellas,j-coordinated,159,alternate,opposite,0.0,the,0.116,standard,regular,normal,</s>,0.0,standard,0.0998,standard,regular,normal,</s>,0.0004,complementary,0.0557,standard,regular,normal,</s>,0.0024,complement,0.0639,standard,regular,normal,</s>
4056,or,j-coordinated,159,alternate,opposite,0.0015,other,0.0303,equivalent,alternative,</s>,alternate,0.0011,alternative,0.0735,equivalent,alternative,</s>,alternate,0.0012,similar,0.1793,equivalent,alternative,</s>,alternate,0.001,equal,0.2187,equivalent,alternative,</s>,alternate
4057,and,j-coordinated,159,alternate,opposite,0.0001,.,0.078,",",</s>,other,the,0.0001,",",0.097,",",</s>,other,the,0.0002,.,0.1295,",",</s>,other,the,0.0001,",",0.4704,",",</s>,other,the
